SP,num,Seq,ILU,ILURes,SORC
-0.07436674748100786,-0.07439020272521182,-0.07409963288468852,-0.07427151143810339,-0.07429591279281003,-0.07439166110801075
-0.0828436257657549,-0.08287000751387373,-0.08254621923887191,-0.0827378322667949,-0.0827651140597583,-0.08287131811031753
-0.0917748324929172,-0.09180432212613097,-0.0914455213949427,-0.09165795843305177,-0.09168826656265042,-0.09180541080583218
-0.10115972935479342,-0.10119250969944717,-0.10079690254508027,-0.10103125490362652,-0.10106473530677153,-0.10119329703060723
-0.11099764267971987,-0.11103389786234734,-0.11059969181298852,-0.1108570531115866,-0.11089385016543055,-0.11103429832903045
-0.12128786206191626,-0.12132777896313884,-0.12085318429528712,-0.12113464821369116,-0.12117490601247072,-0.12132770048091653
-0.13202964440599585,-0.1320734128077917,-0.13155663846005786,-0.13186330152155995,-0.13190716322329174,-0.13207275704037344
-0.14322221178329123,-0.1432700213491072,-0.1427092807840161,-0.14304223913257486,-0.14308984626946172,-0.14326868417915864
-0.15486474908129974,-0.1549167931418235,-0.15431030095818413,-0.1546706525092236,-0.15472214649292887,-0.15491466437417828
-0.1669564101148141,-0.1670128827444068,-0.16635885437610093,-0.1667476983016505,-0.16680321907532233,-0.1670098470853793
-0.17949631219898846,-0.17955740903226863,-0.17885406372794155,-0.1792724984660715,-0.17933218609266147,-0.17955334406587198
-0.19248353706433868,-0.19254945700377374,-0.191795015309669,-0.19224414257741412,-0.19230813419685522,-0.19254423481488092
-0.20591713487070618,-0.20598807669077407,-0.2051807620078742,-0.20566168213109692,-0.205730115243459,-0.20598156404320833
-0.21979611860727372,-0.21987228451402976,-0.2190103227727744,-0.2195241374518069,-0.2195971494523095,-0.21986434228019258
-0.23411946982266024,-0.23420106301052449,-0.23328268195786703,-0.23383049296732067,-0.2339082188229224,-0.2341915451788725
-0.24888613420816572,-0.24897335927070557,-0.24799679043632425,-0.2485797003724856,-0.24866227476418828,-0.2489621156048955
-0.2640950233930374,-0.2641880867141037,-0.26315156487446645,-0.2637706764533015,-0.26385823294340577,-0.26417496026331067
-0.279745015576919,-0.27984412561499344,-0.2787458893021517,-0.27940230405323324,-0.2794949755126087,-0.2798289549150502
-0.29583495603790844,-0.2959403231721955,-0.2947786116405921,-0.29547343275676535,-0.2955713506986477,-0.29592293903848554
-0.31236365479019274,-0.31247548903937705,-0.31124854880537106,-0.3119828784350565,-0.31208617362630625,-0.3124557194973883
-0.32932988939257696,-0.32944840456612184,-0.32815448240547884,-0.32892942327191227,-0.32903822533576504,-0.3294260697736255
-0.346732403035612,-0.34685781351735756,-0.3454951616655723,-0.34631181562252594,-0.34642625335829064,-0.34683272905631407
-0.36456990688194074,-0.3647024279241552,-0.3632693027903599,-0.364128770991217,-0.3642489724901711,-0.3646744037168058
-0.3828410776985987,-0.38298092677721796,-0.38147558765391326,-0.38237897184959596,-0.38250506322508954,-0.3829497666365139
-0.4015445587952181,-0.401691955877972,-0.40011266729356115,-0.40106106670015945,-0.4011931746929883,-0.40165745890994736
-0.42067896229506185,-0.42083412694652816,-0.4191791579721789,-0.42017367275734635,-0.4203119210403705,-0.4207960863495812
-0.44024286590207706,-0.4404060193944949,-0.43867364303752965,-0.43971537258223825,-0.43985988476397464,-0.44036422280791326
-0.46023481437058317,-0.460406181490228,-0.45859467544486626,-0.4596847168511991,-0.459835615656976,-0.46036041062212235
-0.4806533211523119,-0.48083312537941253,-0.4789407727157728,-0.48008022378869136,-0.48023763069904674,-0.480783157902869
-0.5014968665454579,-0.5016853339762922,-0.49971042288176715,-0.5009003792625062,-0.5010644146290122,-0.501630941118911
-0.5227638981957763,-0.5229612572633223,-0.5209020798785273,-0.5221436361082402,-0.5223144186598325,-0.5229022034137919
-0.5444528325634349,-0.5446593111715509,-0.5425141660549573,-0.5438084147706439,-0.5439860637655833,-0.5445953574324573
-0.566562052674176,-0.5667778805108284,-0.5645450719751424,-0.5658931059817224,-0.5660777376386532,-0.5667087820913254
-0.5890899097712683,-0.5893153196139038,-0.5869931567093901,-0.5883960656241529,-0.5885877959034553,-0.5892408248419098
-0.6120347248133091,-0.6122699491618873,-0.6098567470344649,-0.611315619860944,-0.6115145633746142,-0.6121898018319972
-0.6353947860608367,-0.6356400582091277,-0.6331341385488898,-0.6346500623453092,-0.6348563328450648,-0.6355539971219684
-0.6591683496381417,-0.6594239063237132,-0.6568235953879329,-0.6583976555685305,-0.6586113656287025,-0.6593316632555646
-0.6833536415905883,-0.6836197193786673,-0.6809233507767223,-0.6825566311952626,-0.6827778908017154,-0.683521020659017
-0.7079488557502349,-0.708225692491024,-0.7054316069830731,-0.7071251883020165,-0.7073541083229923,-0.7081202607664476
-0.7329521565107351,-0.7332399915701238,-0.7303465345083273,-0.7321014967770394,-0.7323381846745143,-0.7331275419053987
-0.7583616748212485,-0.7586607495957611,-0.7556662741818752,-0.7574836946763454,-0.757728258254536,-0.7585409916254583
-0.7841755132313805,-0.7844860693222475,-0.7813889360329068,-0.7832698892388937,-0.7835224343985338,-0.7843587080056285
-0.8103917428345578,-0.8107140239497469,-0.8075125994859618,-0.8094581580892227,-0.8097187892487315,-0.8105787572856294
-0.8370084041417201,-0.8373426550893575,-0.8340353138375592,-0.8360465477741054,-0.8363153680830286,-0.8371991767638575
-0.8640235085186675,-0.8643699744089145,-0.8609550980979349,-0.8630330748014684,-0.8633101870521019,-0.8642179714848529
-0.8914350349493345,-0.8917939645302416,-0.8882699412424842,-0.8904157264499774,-0.8907012305904585,-0.8916331177780249
-0.9192409360348561,-0.9196125766075883,-0.9159778037593285,-0.9181924591575045,-0.9184864541917953,-0.919442562196584
-0.9474391314174752,-0.9478237329873471,-0.944076615318009,-0.9463612006664955,-0.9466637841478899,-0.9476442204196964
-0.9760275134158718,-0.9764253272825748,-0.9725642762966501,-0.9749198484462862,-0.9752311165161042,-0.9762359800094658
-1.005003943753676,-1.0054152223195751,-1.0014386590765192,-1.003866271519633,-1.004186318488346,-1.0052156984838982
-1.0343662549365689,-1.0347912521265399,-1.0306976058550363,-1.0331983086436218,-1.0335272278873253,-1.0345812033661013
-1.064112251751667,-1.0645512222142115,-1.0603389308752789,-1.0629137704526166,-1.0632516537232217,-1.064330294588586
-1.0942397094838392,-1.0946929098360876,-1.0903604184944755,-1.0930104402433203,-1.0933573774589649,-1.0944607426114044
-1.1247463744371582,-1.1252140626244682,-1.1207598257818656,-1.1234860697396647,-1.1238421495089939,-1.1249702890207265
-1.155629964363306,-1.1561123991603683,-1.1515348818123337,-1.154338385168526,-1.154703694399428,-1.1558566470915852
-1.1868881703565695,-1.187385612008132,-1.1826832867845671,-1.1855650834134863,-1.1859397064317647,-1.187117502101057
-1.2185186541548152,-1.2190313640314143,-1.2142027131128335,-1.2171638328789607,-1.2175478532297561,-1.2187505114130919
-1.250519050187858,-1.2510472912048447,-1.2460908056349587,-1.2491322751926266,-1.2495257747356994,-1.2507533038475505
-1.2828869644184269,-1.2834310012714507,-1.278345182434976,-1.2814680241282148,-1.281871082986356,-1.2831234805107454
-1.3156199757391214,-1.3161800744581431,-1.3109634341211753,-1.3141686664276473,-1.3145813620908375,-1.3158586161271437
-1.3487156375544918,-1.3492920644374145,-1.3439431231146315,-1.3472317617327079,-1.3476541700160931,-1.348956257423574
-1.3821714740929054,-1.382764497755078,-1.377281786855534,-1.3806548413299624,-1.3810870375780324,-1.382413923995155
-1.4159849827104438,-1.4165948736503386,-1.410976933989299,-1.4144354117032643,-1.4148774681483287,-1.416229108504244
-1.4501536365943795,-1.4507806651827992,-1.445026049165209,-1.4485709528101152,-1.449022939001783,-1.4503992776040218
-1.4846748800245684,-1.4853193194161018,-1.479426589678789,-1.4830589159988674,-1.4835209018738051,-1.4849218707739738
-1.5195461322653052,-1.520208256066094,-1.5141759859808486,-1.5178967292461687,-1.5183687805205694,-1.5197943013966306
-1.5547647859301728,-1.5554448704910802,-1.5492716446941943,-1.5530817932432806,-1.5535639753906143,-1.5550139578366853
-1.590328209375683,-1.5910265310710137,-1.5847109441917009,-1.5886114838881171,-1.5891038580562913,-1.5905782012735594
-1.6262337436758156,-1.6269505813955951,-1.6204912404529532,-1.6244831508023414,-1.6249857776034276,-1.6264843674068772
-1.6624787063791693,-1.663214339327757,-1.6566098641992226,-1.6606941188515276,-1.6612070570831257,-1.6627297681869613
-1.6990603878729291,-1.6998150983904592,-1.6930641178347445,-1.6972416882965085,-1.697764992903761,-1.6993116886837505
-1.7359760548958019,-1.7367501258295708,-1.7298512827306232,-1.7341231342101544,-1.7346568593462994,-1.7362273896069937
-1.7732229508853712,-1.7740166666609014,-1.7669686143576966,-1.7713357072516736,-1.7718799042338296,-1.773474107574337
-1.8107982924728352,-1.81161193939006,-1.8044133448037762,-1.8088766336047781,-1.809431351600601,-1.8110490543203892
-1.848699273656373,-1.8495331386080214,-1.8421826807091175,-1.8467431162018078,-1.847308401741177,-1.848949416249119
-1.8869230638743182,-1.8877774373924752,-1.8802738065316416,-1.8849323330815195,-1.8855082304902953,-1.8871723582263376
-1.9254668094337353,-1.9263419816862761,-1.9186838824665506,-1.9234414394297004,-1.9240279902454127,-1.9257150195634005
-1.9643276322919383,-1.9652238960738404,-1.9574100465302957,-1.96226756740067,-1.9628648111977771,-1.9645745160123826
-2.0035026320997447,-2.0044202818546357,-1.9964494114111377,-2.0014078250797547,-2.0020157986832943,-2.0037479413336414
-2.042988885709907,-2.043928217023571,-2.0357990697432737,-2.0408592988196985,-2.041478036222299,-2.0432323647756223
-2.0827834460136967,-2.0837447568531093,-2.0754560902786756,-2.0806190518902516,-2.0812485840432475,-2.0830248331937167
-2.1228833443661626,-2.1238669337277036,-2.115417519439651,-2.1206841240110257,-2.1213244803931337,-2.123122372136842
-2.16328559031873,-2.1642917597266567,-2.155680381895698,-2.161051535495981,-2.1617027416924754,-2.16352198337771
-2.2039871703287295,-2.205016222213584,-2.196241680898414,-2.2017182819020413,-2.2023803616602486,-2.204220646754209
-2.244985049524867,-2.2460372893529374,-2.237098397870124,-2.242681339539849,-2.243354313450475,-2.2452153210448866
-2.286276172530669,-2.2873519057387424,-2.278247492789587,-2.2839376626155996,-2.2846215470007034,-2.2865029429938244
-2.327857460356068,-2.328956996525067,-2.3196859045884715,-2.32548418300057,-2.3261789926601333,-2.3280804283594234
-2.3697258154718566,-2.370849464420502,-2.3614105519576065,-2.3673178130019457,-2.3680235597861174,-2.369944671218689
-2.41187811918723,-2.4130261929649084,-2.403418332896097,-2.4094354446680777,-2.410152136747233,-2.4120925451383126
-2.4543112309025417,-2.4554840441991006,-2.4457061248814056,-2.451833947948251,-2.452561591704815,-2.454520903192741
-2.497021991539812,-2.4982198595979592,-2.4882707858744726,-2.4945101754759995,-2.4952487714615192,-2.497226579018484
-2.5400072209379734,-2.541230462339532,-2.5311091536076793,-2.5374609574009064,-2.5382105049536547,-2.5402063846148675
-2.583263719041753,-2.5845126538031886,-2.5742180470009304,-2.5806831059150785,-2.5814436009465505,-2.583457112770287
-2.6267882682955004,-2.628063217792157,-2.6175942651426407,-2.6241734131280494,-2.6249448479102906,-2.626975537615077
-2.6705776295337462,-2.6718789182613683,-2.661234588569394,-2.6679286524239787,-2.668711015804728,-2.6707584131037576
-2.7146285461717516,-2.7159565003175827,-2.7051357794458855,-2.711945579141752,-2.7127388563873445,-2.7148024744721546
-2.7589377423071837,-2.760292690747957,-2.749294580469242,-2.7562209280910173,-2.757025101287914,-2.7591044375114064
-2.803501924495991,-2.8048841969344913,-2.79370771824373,-2.8007514187655063,-2.8015664669350304,-2.8036610020589356
-2.8483177803929633,-2.8497277098262694,-2.83837189944126,-2.8455337502470766,-2.846359646770759,-2.848468846733596
-2.8933819799711467,-2.894819901123834,-2.8832838138729504,-2.8905646057771097,-2.8914013223063573,-2.893524633895021
-2.938691176212999,-2.940157426265248,-2.928440134301746,-2.9358406495974902,-2.936688153274148,-2.9388250078289664
-2.984242003615739,-2.9857369223268186,-2.973837517185297,-2.9813585295542446,-2.982216783882563,-2.984366595830641
-3.030031081338038,-3.0315550100176853,-3.0194726004736063,-3.027114877360403,-3.0279838414958626,-3.0301460075544533
-3.076055010912886,-3.077608293143653,-3.0653420071282933,-3.073106307025186,-3.073985936462388,-3.076159836166554
-3.1223103770687457,-3.123893358989072,-3.111442343568798,-3.1193294163581746,-3.120219662891573,-3.122404658056678
-3.168793748806151,-3.1704067793436765,-3.1577701998602206,-3.1657807880180036,-3.1666815986649164,-3.1688770340120858
-3.2155016789057247,-3.217145109158375,-3.2043221504436157,-3.2124569883983582,-3.2133683061314176,-3.2155735079241645
-3.262430704897519,-3.2641048880806443,-3.251094755314632,-3.2593545675493143,-3.2602763320997488,-3.262490608321701
-3.3095773492046185,-3.31128264091402,-3.2980845589171457,-3.306470062701924,-3.3074022077983365,-3.309624848821667
-3.356938118322934,-3.358674877151287,-3.345288090054028,-3.353799993737467,-3.354742450209192,-3.3569727275628622
-3.404509504435711,-3.4062780914332165,-3.3927018647093177,-3.40134086651602,-3.4022935605663123,-3.4045307271723173
-3.452287985684311,-3.454088763731022,-3.4403223833359133,-3.4490891737341105,-3.4500520263187116,-3.4522953167602584
-3.5002700252721852,-3.5021033600100617,-3.4881461320660256,-3.497041392728974,-3.498014320933686,-3.5002629498781164
-3.54845207265399,-3.550318332946245,-3.5361695853178348,-3.545193987711074,-3.5461769036847475,-3.5484300679979577
-3.596830563809793,-3.598730120538744,-3.58438920273398,-3.593543409713536,-3.594536220402171,-3.596793096514562
-3.6454019212605218,-3.64733514780744,-3.632801431065883,-3.6420860951662033,-3.6430887035167685,-3.6453484490667845
-3.6941625538168164,-3.6961298261831073,-3.68140270413458,-3.690818469054742,-3.691830772592012,-3.6940925257684123
-3.7431088588961465,-3.7451105567011362,-3.730189443139407,-3.7397369429501106,-3.740758834576573,-3.7430217134408994
-3.7922372199146617,-3.794273725000541,-3.779158057981114,-3.78883791622532,-3.7898692841274357,-3.792132386888399
-3.841544008926727,-3.843615704750842,-3.8283049460929988,-3.838117776732633,-3.8391585031637345,-3.8414209077302313
-3.891025586235944,-3.893132860256206,-3.8776264929663546,-3.88757289932015,-3.8886228623443286,-3.8908836266730655
-3.94067829909318,-3.9428215413574823,-3.927119073018092,-3.9371996486823253,-3.9382587198549066,-3.9405168818932976
-3.9904984850682004,-3.9926780869634713,-3.9767790490791963,-3.9869943770894274,-3.9880624239154043,-3.990317001298575
-4.040482469076566,-4.042698827298348,-4.0266027737125745,-4.036953426602192,-4.038030310408033,-4.040280298994469
-4.090626567155626,-4.092880078719868,-4.076586589345613,-4.0870731281535715,-4.088158705629342,-4.090403081760952
-4.140927082615885,-4.143218149012142,-4.126726827436891,-4.137349803783007,-4.138443925135088,-4.140681643033384
-4.1913803098748215,-4.193709334762961,-4.1770198098340074,-4.187779762862602,-4.188882272975032,-4.191112266480179
-4.241982533091764,-4.244349923093678,-4.227461848622433,-4.238359306371814,-4.239470045827273,-4.241691227790087
-4.292730026636438,-4.295136190330351,-4.278049245787776,-4.2890847268819305,-4.290203527547502,-4.2924147902284835
-4.343619055618046,-4.346064405752954,-4.328778295922071,-4.339952305699819,-4.341078996115524,-4.343279209810699
-4.394645875590429,-4.397130827697541,-4.3796452837426285,-4.39095831636058,-4.392092718462724,-4.394280731045526
-4.445806734445584,-4.448331705873515,-4.430646485083682,-4.442099022938739,-4.443240952191222,-4.445415591691234
-4.4970978702702435,-4.499663281622117,-4.48177816840928,-4.493370681594449,-4.494519948701183,-4.496680020326514
-4.548515512813796,-4.55112178754684,-4.533036592688805,-4.544769540176797,-4.54592594818805,-4.548070237192465
-4.6000558849003985,-4.602703449970488,-4.584418011771396,-4.596291839942531,-4.597455186000316,-4.599582454273509
-4.651715200467712,-4.654404485130361,-4.635918669342067,-4.647933811337771,-4.64910388820657,-4.651212876105994
-4.703489667472733,-4.706221103752043,-4.687534803013739,-4.699691681197547,-4.700868272887224,-4.702957699374741
-4.75537548450259,-4.758149507752167,-4.73926264447816,-4.751561666500221,-4.752744551976177,-4.754813115106541
-4.807368845908702,-4.810185893432838,-4.79109841749588,-4.803539979586763,-4.804728929862656,-4.806775304940234
-4.859465937170851,-4.8623264506962744,-4.843038340447479,-4.855622825071486,-4.856817606190332,-4.858840446234883
-4.911662939404456,-4.914567360926927,-4.895078623820271,-4.907806400865809,-4.909006771410156,-4.911004708511578
-4.96395602446811,-4.966904801742233,-4.9472154736938405,-4.960086900296301,-4.961292613167432,-4.963264256629443
-5.016341362392677,-5.01933494286558,-4.999445091602657,-5.012460509548758,-5.013671309556091,-5.015615249063588
-5.068815115046193,-5.071853951616798,-5.0517636714590015,-5.064923410119032,-5.0661390365623715,-5.068053837190465
-5.121373439034884,-5.124457986564593,-5.104167404631987,-5.117471779096166,-5.118691964610344,-5.1205761710572695
-5.174012487896465,-5.177143203497637,-5.156652473805629,-5.170101786443244,-5.1713262554560115,-5.173178391963754
-5.226728408025439,-5.229905751781265,-5.209215062221258,-5.222809600397473,-5.224038069805086,-5.225856637718655
-5.279517343555386,-5.282741777234627,-5.261851344291286,-5.2755913808872865,-5.276823563379015,-5.278607043433096
-5.3323754320237695,-5.335647421388849,-5.314557494075158,-5.328443288269387,-5.329678886462925,-5.331425736940193
-5.385298808007237,-5.388618820729172,-5.367329677917457,-5.381361474292839,-5.38260018566933,-5.38430884564985
-5.438283603998737,-5.441652110309845,-5.420164062510191,-5.434342090237991,-5.43558360519353,-5.437252490817392
-5.491325946797702,-5.4947434184369985,-5.473056807372976,-5.487381283265627,-5.4886252825029445,-5.490252791895713
-5.544421960251508,-5.5478888736264,-5.526004073005576,-5.5404751954892095,-5.541721356448143,-5.543305863652633
-5.597567766036998,-5.601084597705079,-5.579002012933312,-5.5936199698048155,-5.594867958846538,-5.596407819830528
-5.650759481417931,-5.654326712125562,-5.632046781946503,-5.646811740909269,-5.648061220364456,-5.649554771179987
-5.7039932241339715,-5.707611335148824,-5.685134528726098,-5.700046646619425,-5.701297267937694,-5.702742824373336
-5.757265106779438,-5.760934582137592,-5.738261402740087,-5.753320818639429,-5.7545722283474525,-5.755968086384408
-5.810571241505085,-5.814292566950231,-5.791423548554494,-5.806630386847211,-5.807882224711589,-5.809226661493236
-5.863907736615437,-5.867681402310454,-5.844617111928825,-5.859971481376447,-5.861223378206101,-5.862514650793731
-5.917270702368372,-5.92109719690653,-5.897838234300165,-5.913340228933125,-5.914591808301183,-5.915828157851931
-5.970656243699012,-5.9745360603145885,-5.9510830569222595,-5.9667327550373255,-5.967983633987978,-5.969163280792529
-6.024060467092962,-6.027994097992443,-6.00434772115386,-6.020145183880463,-6.021394970985644,-6.022516118775604
-6.077479475895055,-6.081467418536953,-6.057628364618262,-6.07357363917224,-6.074821935863218,-6.0758827724239985
-6.130909376917622,-6.134952126002766,-6.110921125861522,-6.127014241845326,-6.128260642878179,-6.129259338048843
-6.184346269559127,-6.188444325671113,-6.164222142357638,-6.180463116542933,-6.1817072081809155,-6.182641914570817
-6.237786259457511,-6.2419401208155,-6.217527550942621,-6.233916380778561,-6.235157744253823,-6.236026599858937
-6.291225448403147,-6.29543561695463,-6.2708334872052705,-6.287370157554425,-6.2886083636343235,-6.289409491605592
-6.3446599393489445,-6.348926917297597,-6.324136088692949,-6.340820566175045,-6.342055180004819,-6.342786688464144
-6.398085835399328,-6.402410126415705,-6.377431491437198,-6.394263728153492,-6.395494307870278,-6.396154290057188
-6.451499239962753,-6.455881347759288,-6.430715831812498,-6.4476957648632345,-6.448921860059635,-6.449508397004357
-6.504896257694586,-6.509336685983753,-6.483985245499012,-6.501112795999919,-6.502333950381745,-6.502845110185588
-6.558272992276473,-6.562772248564512,-6.537235872030915,-6.554510943040351,-6.555726693046289,-6.556160531771674
-6.611625550420821,-6.616184139325137,-6.59046384558527,-6.607886329447188,-6.6090962040733485,-6.609450766510895
-6.664950038171652,-6.669568466951006,-6.64366530730561,-6.661235076479932,-6.662438599427941,-6.662711919103637
-6.718242566340434,-6.72292133965806,-6.696836394524754,-6.714553309488511,-6.715749994795062,-6.715940098128403
-6.771499241827966,-6.776238866908377,-6.7499732493809494,-6.767837153270131,-6.769026509907253,-6.769131412364271
-6.8247161771185025,-6.8295171603247145,-6.803072009646383,-6.821082732968634,-6.822264263823119,-6.8222819739531095
-6.877889485430672,-6.882752332092411,-6.8561288201906585,-6.874286177522277,-6.875459376576275,-6.875387896140065
-6.931015281461325,-6.935940497607284,-6.909139822468981,-6.927443614651638,-6.928607971712291,-6.928445295530601
-6.984089682718811,-6.989077772105786,-6.962101161915444,-6.980551174773684,-6.981706173466964,-6.981450291454526
-7.0371088084470435,-7.0421602745223355,-7.015008985577922,-7.033604991342795,-7.0347501076043555,-7.0343990068381945
-7.090068779353575,-7.095184125553327,-7.06785944026215,-7.08660119739794,-7.087735902091156,-7.087287565996517
-7.14296572112699,-7.148145448234109,-7.120648674285799,-7.139535929077442,-7.1406596868962176,-7.140112097206745
-7.195795759882382,-7.201040367530584,-7.173372838514556,-7.192405324159272,-7.19351759512939,-7.192868732059142
-7.248555023966636,-7.2538650116179175,-7.2260280876787,-7.2452055225874155,-7.246305760213773,-7.245553604954178
-7.30123964700276,-7.306615509412966,-7.278610574055588,-7.297932667021464,-7.2990203198268535,-7.29816285466996
-7.3538457638813455,-7.359287996524178,-7.331116454270957,-7.350582901499491,-7.351657413184399,-7.35069262417803
-7.406369514190366,-7.411878606433099,-7.383541886708698,-7.403152374295414,-7.4042131824873065,-7.403139059416378
-7.458807038113828,-7.4643834797606665,-7.435883032280589,-7.455637232821605,-7.4566837723893,-7.455498310630099
-7.511154480380714,-7.516798759337909,-7.488136052025732,-7.508033630887894,-7.509065329993581,-7.507766532792543
-7.563407990598902,-7.569120588119614,-7.540297110200827,-7.5603377213202005,-7.561354008469644,-7.559939882778812
-7.6155637184262845,-7.621345117195411,-7.592362374800119,-7.6125456639461495,-7.613545956581909,-7.612014524231801
-7.667617822679928,-7.673468498973472,-7.644328013103898,-7.6646536167707255,-7.665637336973496,-7.663986624609366
-7.719566460886466,-7.725486885198101,-7.6961901967782955,-7.7166577421764675,-7.717624304520762,-7.715852355391157
-7.771405796923702,-7.777396438426985,-7.747945099001249,-7.768554209458035,-7.76950302279857,-7.7676078965817705
-7.823131995548096,-7.829193321490798,-7.7995888959308255,-7.820339185838594,-7.821269659863923,-7.81924942429969
-7.874741231128065,-7.880873700043542,-7.851117764396513,-7.872008842915911,-7.872920385028837,-7.870773129252341
-7.926229676168659,-7.932433744819186,-7.9025278854785865,-7.923559357165394,-7.92445137183007,-7.922175200870091
-7.977593513676988,-7.98386962981176,-7.953815443122773,-7.974986906930026,-7.975858797564536,-7.973451837376935
-8.028828925735016,-8.035177536469257,-8.004976620683468,-8.026287674793995,-8.027138840855157,-8.024599238433858
-8.079932100817716,-8.08635364371837,-8.05600760956593,-8.077457845094917,-8.078287690350173,-8.075613615053934
-8.130899231241902,-8.137394140893534,-8.106904597526212,-8.128493607902687,-8.129301531199783,-8.126491177058812
-8.181726515428336,-8.188295220918086,-8.157663781066297,-8.179391156799786,-8.180176556431915,-8.177228145107525
-8.232410156207955,-8.239053077175997,-8.208281354056387,-8.230146687748585,-8.230908962890735,-8.227820740713545
-8.282946359575643,-8.289663913364473,-8.258753517293128,-8.280756397989878,-8.281494951635157,-8.278265195345845
-8.333331339853876,-8.340123932838816,-8.309076473602508,-8.331216496585991,-8.331930727465554,-8.328557744472254
-8.383561312662087,-8.390429346895889,-8.359246427464328,-8.381523187787954,-8.382212502098513,-8.378694631612095
-8.433632503226656,-8.44057637046628,-8.409259590041788,-8.431672685765854,-8.432336486371659,-8.428672102938549
-8.48354113686934,-8.490561223266232,-8.459112168042145,-8.481661206815478,-8.482298900414879,-8.478486414600606
-8.533283449693796,-8.540380135137223,-8.50880038233219,-8.53148497061233,-8.532095969249205,-8.528133826439161
-8.582855679063789,-8.590029332697224,-8.558320449943885,-8.581140204353721,-8.581723920599323,-8.577610603561798
-8.632254071563512,-8.639505054567511,-8.60766859087448,-8.630623137631574,-8.631178987717423,-8.626913024887813
-8.681474876582302,-8.688803542606173,-8.656841035603774,-8.679930005237045,-8.680457410555107,-8.676037368123076
-8.730514352752524,-8.737921044766857,-8.70583401228514,-8.729057048126268,-8.72955543270477,-8.724979921020905
-8.779368762586628,-8.786853816399805,-8.75464375441931,-8.778000508723585,-8.778469305640998,-8.77373697831572
-8.828034375723256,-8.83559811718657,-8.803266505037996,-8.82675663860923,-8.827195285531243,-8.822304842707409
-8.87650747088168,-8.884150214038202,-8.851698502958934,-8.875321693953131,-8.875729633449017,-8.870679825551466
-8.924784326977527,-8.932506380846641,-8.899936000390685,-8.923691935873233,-8.924068618096559,-8.918858240665491
-8.972861237208408,-8.98066289769791,-8.947975247937412,-8.971863632383224,-8.972208514145892,-8.966836414457239
-9.020734501769134,-9.028616052122064,-8.995812504313582,-9.019833056688578,-9.020145601181285,-9.014610679805031
-9.068400419940167,-9.076362137021054,-9.04344403679113,-9.067596488801717,-9.067876170466352,-9.06217737878651
-9.115855308472694,-9.12389745701521,-9.090866110460123,-9.115150214900595,-9.115396516179583,-9.109532859442975
-9.163095486476,-9.171218320757184,-9.138075006842577,-9.16249053078682,-9.162702941844957,-9.156673480193673
-9.210117283219484,-9.218321046234362,-9.1850670053341,-9.209613735036761,-9.20979175817604,-9.203595607182535
-9.256917034842234,-9.265201957267777,-9.231838397046605,-9.256516136703159,-9.256659282221214,-9.250295617874524
-9.303491090448382,-9.311857392334852,-9.27838547840565,-9.303194051854447,-9.303301842498907,-9.296769896715135
